Date,Hours,Wages,Labor Productivity,Labor Participation,Industrial Production,Capacity Utilization,Inventories,Retail Sales,LMV Sales,Durable Goods Orders,Comm & Ind loans,Consumer Credit,CPI,CPI Food,CPI Energy,PCE,PCE ex Food & Energy,PPI Finished Goods,PPI Fin Goods ex Food & Energy,PPI Processed Goods,PPI Unprocessed Goods,House Price Index,WTI Crude,M1,M2,Real GDP,Real PCE,Real Private Investment,Real Pot GDP,Real Pers Income,Personal Saving Rate,VIX Index,IG Index,HY Index,Fed Funds,US10Y,AAA Yield,BBB Yield,Mortgage Rate,US10-FedFunds,"US10-FedFunds [abs, prior]"
07/01/02,-0.00246305,0.00873656,0.00776197,-0.00149925,0.00621877,0.00506194,0.01164794,0.00652712,0.04939759,0.01661910,-0.02019540,0.01594570,0.00534908,0.00113617,0.01150653,0.00512147,0.00542495,0.00144269,-0.00172953,0.00786164,0.01052142,0.01986978,0.07803578,0.00361405,0.01892739,0.00406477,0.00699846,-0.00128755,0.00636560,-0.00071781,-0.08474576,13.43000000,0.04318926,0.00321888,-0.01000000,-0.82000000,-0.36000000,-0.39000000,-0.52000000,-0.81000000,3.36000000
10/01/02,-0.00246914,0.00932712,-0.00154044,-0.00300300,-0.00055182,-0.00013254,0.00995549,-0.00182618,-0.04879449,-0.02919264,-0.01176192,0.00977495,0.00593028,0.00323441,0.03112050,0.00470342,0.00346865,0.00770727,0.00019991,0.01326053,0.06910532,0.01419923,-0.00070621,0.01440415,0.02051337,0.00123626,0.00556234,-0.00097126,0.00624230,0.00394106,0.01851852,-4.34000000,0.02877850,0.02586291,-0.26000000,-0.28000000,-0.08000000,-0.03000000,-0.21000000,-0.02000000,2.55000000
01/01/03,-0.00247525,0.00726073,0.00989972,0.00000000,0.00629417,0.00729056,0.01006279,-0.00141259,-0.02595051,0.02630198,-0.01783725,0.01403698,0.01030303,0.00605204,0.09850276,0.00754226,0.00307259,0.01929950,0.00019987,0.03025404,0.19081272,0.01215542,0.20282686,0.01948320,0.01647797,0.00526635,0.00492553,0.00816131,0.00619351,-0.00383857,-0.07272727,-0.71000000,0.03087942,0.05471835,-0.24000000,-0.09000000,-0.26000000,-0.48000000,-0.24000000,0.15000000,2.53000000
04/01/03,-0.00248139,0.00393185,0.01311267,0.00000000,-0.00746187,-0.00644822,0.00026362,0.01172174,0.01734820,-0.00378812,-0.01872310,0.01634720,-0.00163604,0.00635295,-0.05380201,0.00103252,0.00382897,-0.00231417,-0.00066609,-0.00717328,-0.05044510,0.01222389,-0.14864865,0.02567009,0.01984372,0.00885649,0.01144920,0.00649522,0.00619939,0.00971590,0.00000000,-8.49000000,0.03231777,0.06230343,0.01000000,-0.29000000,-0.70000000,-0.65000000,-0.33000000,-0.30000000,2.68000000
07/01/03,0.00248756,0.00587467,0.02224177,-0.00451807,0.00663350,0.00728477,-0.00815958,0.02025229,0.04872107,0.02072143,-0.01645490,0.01175332,0.00742885,0.00782123,0.04344200,0.00657555,0.00457724,0.00864553,0.00246617,0.00602092,0.00891768,0.01543079,0.04278813,0.02139586,0.02028094,0.01663166,0.01413988,0.03615483,0.00616716,0.00682509,0.07843137,-2.21000000,-0.01268791,-0.00459608,-0.23000000,0.59000000,0.37000000,0.32000000,0.52000000,0.82000000,2.38000000
10/01/03,0.00992556,0.00259572,0.00934235,-0.00151286,0.00966502,0.01012492,0.00773662,0.00084521,-0.02555168,0.04161286,-0.02884668,0.01024522,0.00379548,0.01202882,0.00145317,0.00499552,0.00455639,0.00926829,0.00418883,0.00598489,0.05386417,0.02830615,0.03143614,0.00564273,-0.00088931,0.01160735,0.00688453,0.03412201,0.00622420,0.01142852,-0.09090909,-1.89000000,0.01036458,0.02512606,-0.02000000,0.06000000,-0.04000000,-0.14000000,-0.11000000,0.08000000,3.20000000
01/01/04,0.00737101,0.00517799,-0.00292291,0.00000000,0.00707060,0.00741994,0.01140975,0.00970563,-0.01132300,0.00790451,-0.01195607,0.01353787,0.00848053,0.00690146,0.05151273,0.00764721,0.00541766,0.00787130,0.00311196,0.02327657,0.08172043,0.01572487,0.13378248,0.01360492,0.00768128,0.00566651,0.00932380,0.00168810,0.00631201,-0.00010384,-0.08000000,-0.77000000,0.02449815,0.03788444,0.00000000,-0.25000000,-0.19000000,-0.37000000,-0.32000000,-0.25000000,3.28000000
04/01/04,-0.00243902,0.00643915,0.01038231,0.00000000,0.00583279,0.00620235,0.02285213,0.00267640,0.00482218,0.00406548,-0.00908987,0.01084008,0.00787359,0.01017244,0.01773270,0.00670377,0.00576441,0.01390697,0.00547855,0.02710756,0.05652750,0.02440405,0.08432371,0.01334648,0.02126511,0.00774952,0.00545617,0.03977759,0.00638234,0.01048865,0.08695652,-0.45000000,-0.01921624,-0.02342918,0.01000000,0.53000000,0.44000000,0.35000000,0.51000000,0.52000000,3.03000000
07/01/04,-0.00244499,0.00639795,0.00471470,0.00000000,0.00558419,0.00577886,0.02442112,0.00902066,0.02039592,0.01001144,0.01970978,0.01244040,0.00637721,0.00646204,0.02935593,0.00502576,0.00361326,0.00358108,0.00354494,0.01910422,-0.00269711,0.03805779,0.14535491,0.01212303,0.01122804,0.00948600,0.01174696,0.01584594,0.00649503,0.01025833,-0.10000000,-0.76000000,0.02157402,0.02788986,0.41000000,-0.22000000,-0.22000000,-0.16000000,-0.22000000,-0.63000000,3.55000000
10/01/04,-0.00490196,0.00699301,0.00433161,-0.00151515,0.01420333,0.01340654,0.01761640,0.01443157,0.01116990,0.02200863,0.01711949,0.01739726,0.01071975,0.00695559,0.06415069,0.00850106,0.00533830,0.02046725,0.00804605,0.02339790,0.05012579,0.02141515,0.10047847,0.01353050,0.01325752,0.01020202,0.01131029,0.02080973,0.00654879,0.01320596,0.00000000,-1.80000000,0.01691628,0.02705355,0.53000000,-0.17000000,-0.20000000,-0.29000000,-0.15000000,-0.70000000,2.92000000
01/01/05,0.00000000,0.00568182,0.01090212,0.00000000,0.01389913,0.01184327,0.02086877,0.00389418,-0.03662791,0.01163639,0.03939937,0.01156924,0.00506792,0.00318810,-0.00458006,0.00582621,0.00716226,0.00791713,0.00863076,0.01472185,-0.00658801,0.02292791,0.03312629,-0.00080245,0.00562755,0.01109382,0.00635473,0.02809644,0.00639072,-0.00948330,-0.44444444,-0.86000000,0.00381437,0.01045890,0.51000000,0.12000000,-0.16000000,-0.23000000,0.03000000,-0.39000000,2.22000000
04/01/05,-0.00492611,0.00690521,-0.00106660,0.00303490,0.00571191,0.00249035,0.01168226,0.01305780,0.04948702,0.05801623,0.03684493,0.01274943,0.00675781,0.00900424,0.02325437,0.00628543,0.00490436,0.00805132,0.00495400,0.00956074,0.02411527,0.03203284,0.06432866,-0.00109513,0.00702616,0.00492593,0.01108187,-0.01301070,0.00616695,0.00962938,-0.12000000,0.62000000,0.01187460,-0.00299019,0.48000000,-0.10000000,-0.15000000,0.03000000,-0.06000000,-0.58000000,1.83000000
07/01/05,0.00247525,0.00810474,0.00699964,0.00000000,-0.00433705,-0.00819774,0.00016305,0.00335401,0.03392754,-0.01337389,0.02891016,0.01234314,0.01512883,0.00351706,0.14340402,0.01077771,0.00390434,0.01753247,0.00467350,0.02139073,0.09142285,0.03042885,0.19205423,0.00504312,0.01424756,0.00783846,0.00829654,0.01312733,0.00602016,0.00567689,-0.18181818,-1.16000000,0.00743233,0.01284253,0.51000000,0.01000000,-0.09000000,-0.02000000,0.05000000,-0.50000000,1.25000000
10/01/05,0.00987654,0.00927644,-0.00011781,-0.00151286,0.00912674,0.00488416,0.02052651,-0.00452933,-0.11846496,0.08092330,0.02904214,0.00817110,0.00930824,0.00695716,0.03539353,0.00799709,0.00668449,0.01850670,-0.00082839,0.04344161,0.12297735,0.02262673,-0.05180856,0.00036361,0.01337777,0.00555473,0.00184350,0.03186583,0.00582758,0.01179791,0.38888889,0.53000000,-0.00535839,-0.01098400,0.52000000,0.29000000,0.30000000,0.36000000,0.47000000,-0.23000000,0.75000000
01/01/06,0.00244499,0.00980392,0.00706964,0.00151515,0.00955807,0.00523430,0.02163734,0.02245742,0.06182965,0.00664281,0.03355266,0.04040616,0.00524114,0.00659740,-0.00307961,0.00516889,0.00579500,-0.00062657,0.00746173,0.00559249,-0.08837656,0.01584371,0.05397301,0.00348939,0.01303597,0.01345440,0.01090502,0.01465694,0.00562759,0.02076438,0.28000000,-0.74000000,0.00731314,0.00880291,0.46000000,0.08000000,0.01000000,-0.02000000,0.02000000,-0.38000000,0.52000000
04/01/06,0.00487805,0.01152913,-0.00117000,0.00000000,0.00590451,0.00111579,0.02424386,-0.00494880,-0.02792632,-0.00731645,0.04121920,0.01015534,0.00902391,0.00221913,0.02646347,0.00884956,0.00804225,0.00858934,0.00525416,0.01464500,-0.04146470,0.01025307,0.11363996,0.00065198,0.01067410,0.00258716,0.00518419,-0.00574980,0.00544937,0.00577308,-0.06250000,2.49000000,-0.00924945,-0.01387550,0.47000000,0.50000000,0.51000000,0.43000000,0.35000000,0.03000000,0.14000000
07/01/06,0.00000000,0.00899820,-0.00210847,0.00000000,0.00394697,-0.00173375,0.01984549,-0.00321047,0.00733496,0.00461281,0.03839001,0.00624526,0.00944006,0.00787848,0.03310428,0.00711238,0.00535842,0.00142973,-0.00081864,0.00834348,0.00808003,0.00821587,0.00028385,-0.00839789,0.01446320,0.00149974,0.00642168,-0.00380564,0.00516183,-0.00019221,-0.20000000,-0.92000000,0.02167053,0.02281672,0.34000000,-0.17000000,-0.22000000,-0.15000000,-0.04000000,-0.51000000,0.17000000
10/01/06,-0.00242718,0.01010702,0.00657354,0.00302572,0.00241935,-0.00434189,0.01175979,0.00671285,-0.00849515,0.02495154,0.02317658,0.01121228,-0.00413447,0.00648853,-0.09224644,-0.00164783,0.00426389,-0.00726257,0.00504191,-0.01050915,0.00583424,0.01022609,-0.14954597,-0.00036504,0.01665727,0.00859462,0.00953882,-0.01858204,0.00486395,0.01571143,0.08333333,-2.58000000,0.02777069,0.03392686,0.01000000,-0.27000000,-0.29000000,-0.30000000,-0.32000000,-0.28000000,-0.34000000
01/01/07,0.00000000,0.00941730,0.00349854,0.00000000,0.01025744,0.00323947,0.00824237,0.00250334,0.00183599,0.00365721,0.02843189,0.01167756,0.00983542,0.01279188,0.03904370,0.00919594,0.00695837,0.01650722,0.00752493,0.00939999,0.06629804,0.00371688,-0.03103103,-0.00153374,0.01425097,0.00300811,0.00616747,-0.00645441,0.00489222,0.00788045,0.03846154,1.53000000,0.01234292,0.01598112,0.00000000,0.05000000,-0.03000000,0.01000000,-0.03000000,0.05000000,-0.62000000
04/01/07,0.00486618,0.01107872,0.00302150,-0.00452489,0.01154688,0.00546448,0.01395560,-0.00171885,-0.01588271,0.02623326,0.03357354,0.01489795,0.01130579,0.01117682,0.06681423,0.00841121,0.00409932,0.01986836,0.00435676,0.02479289,0.04168785,-0.00065658,0.11862948,0.00629069,0.01689734,0.00611738,0.00262444,0.00963201,0.00494788,0.00781884,0.03703704,1.17000000,0.00348355,0.00368703,0.00000000,0.17000000,0.22000000,0.19000000,0.15000000,0.17000000,-0.57000000
07/01/07,0.00000000,0.00922722,0.00880547,-0.00151515,0.00088565,-0.00296443,0.01130123,0.00140773,-0.01241465,0.00619425,0.05477284,0.01735510,0.00633983,0.01154895,0.00810615,0.00567655,0.00489910,0.00681544,0.00532937,0.00961822,-0.01498292,-0.01116922,0.15776512,-0.00079959,0.01572023,0.00576068,0.00667102,-0.01148917,0.00499354,-0.00005082,-0.14285714,7.86000000,0.00535387,0.00011927,-0.15000000,-0.11000000,0.18000000,0.14000000,0.19000000,0.04000000,-0.40000000
10/01/07,-0.00242131,0.00742857,0.00769496,0.00000000,0.00314620,0.00260159,0.01620480,0.00085689,0.00314268,0.00969362,0.06255949,0.01777245,0.01226315,0.01107409,0.05595175,0.01013708,0.00696460,0.02516025,0.00616409,0.02530684,0.12223158,-0.00324244,0.20420101,0.00021825,0.01054875,0.00628213,0.00394065,-0.01145452,0.00500056,-0.00048279,-0.08333333,0.44000000,0.02276043,0.02346936,-0.56000000,-0.47000000,-0.22000000,-0.12000000,-0.33000000,0.09000000,-0.36000000
01/01/08,0.00000000,0.00964265,-0.00649647,0.00303490,-0.00245026,-0.00098851,0.01899905,-0.01829272,-0.05263158,0.01017736,0.04186913,0.01413452,0.01083187,0.01182514,0.04228991,0.00821074,0.00530259,0.01793958,0.00882191,0.03477170,0.11964680,-0.00733255,0.08037094,0.00538221,0.01888896,-0.00426776,-0.00137134,-0.02733736,0.00494640,0.00322865,0.27272727,4.09000000,0.02322872,0.00454429,-1.27000000,-0.59000000,-0.09000000,0.23000000,-0.35000000,0.68000000,-0.27000000
04/01/08,-0.00242718,0.01011236,0.01181599,-0.00151286,-0.01503242,-0.01348176,0.00959049,-0.00820812,-0.05886243,-0.03041902,0.02714415,0.00978665,0.01301875,0.01618929,0.07384214,0.00972741,0.00412797,0.02468427,0.00947349,0.05178207,0.12291009,-0.02522227,0.26486818,0.01027273,0.01700927,0.00595440,0.00275617,-0.01680313,0.00477515,-0.00967167,0.64285714,-5.45000000,-0.00769106,-0.00573006,-1.18000000,0.20000000,0.15000000,0.25000000,0.22000000,1.38000000,0.41000000
07/01/08,-0.00729927,0.01001112,0.00238095,0.00151515,-0.03301746,-0.03385155,0.00988107,-0.02483965,-0.08081518,-0.05519131,0.01726517,0.00101544,0.01540317,0.02083333,0.07159924,0.01064187,0.00513875,0.02352941,0.01142995,0.04174305,-0.02974330,-0.03152384,-0.04435288,0.02413176,0.01235560,-0.00525223,-0.00770736,-0.01991029,0.00457962,-0.00540762,-0.23913043,4.42000000,-0.01870931,-0.01108285,-0.10000000,-0.01000000,0.04000000,0.19000000,0.23000000,0.09000000,1.79000000
10/01/08,-0.01715686,0.00825991,-0.00531614,-0.00302572,-0.04270683,-0.04606800,-0.02727835,-0.05907210,-0.20871560,-0.15766874,0.03590615,-0.00362557,-0.02289135,0.01089667,-0.23181286,-0.01596098,-0.00079527,-0.04964423,0.01451258,-0.09265963,-0.30039812,-0.00921869,-0.50393102,0.06978045,0.03192716,-0.02189056,-0.00899989,-0.09667278,0.00432306,0.00744374,0.60000000,33.50000000,-0.04474193,-0.11820498,-1.43000000,-0.57000000,0.21000000,1.64000000,-0.48000000,0.86000000,1.88000000
01/01/09,-0.01496259,0.00709995,0.01148510,-0.00303490,-0.05635776,-0.06039995,-0.04396118,-0.01467576,-0.09371981,-0.18467096,-0.02784239,-0.00598416,-0.00687398,-0.00018270,-0.11315000,-0.00675828,0.00000000,-0.01992743,0.00234508,-0.05507841,-0.14366270,0.00740911,-0.26482618,0.03026144,0.03198183,-0.01134886,-0.00253970,-0.11364122,0.00398764,-0.03533488,0.01785714,-13.59000000,0.03662070,0.04949965,-0.37000000,-0.60000000,-0.61000000,-0.62000000,-0.78000000,-0.23000000,2.74000000
04/01/09,-0.00253165,0.00542299,0.02293423,0.00000000,-0.02774923,-0.03069350,-0.03889205,-0.00211051,0.03624733,-0.00557322,-0.04178624,-0.01149792,0.00532065,-0.00443125,0.02518445,0.00396915,0.00386583,0.00646412,0.00269053,-0.00410485,0.01673413,-0.02622577,0.38178025,0.03362304,0.01194170,-0.00178608,-0.00491534,-0.05812439,0.00373748,-0.01335098,0.19298246,-11.98000000,0.01279580,0.07143586,-0.01000000,0.60000000,0.28000000,-0.18000000,-0.05000000,0.61000000,2.51000000
07/01/09,0.01522843,0.00593312,0.01571601,-0.00608828,0.01703077,0.01687827,-0.03378534,0.01142213,0.20987654,0.05738991,-0.06834633,-0.00868441,0.00857103,-0.00270729,0.08246307,0.00689032,0.00362442,0.00992585,0.00099166,0.01907790,0.02632204,-0.02608314,0.14309680,0.02037685,0.00357707,0.00351155,0.00672460,-0.00295497,0.00352563,-0.01201123,-0.25000000,-7.53000000,0.06609722,0.12175796,-0.02000000,0.23000000,-0.24000000,-1.31000000,0.15000000,0.25000000,3.12000000
10/01/09,0.01000000,0.00750670,0.01363341,-0.00612557,0.01559071,0.01880141,0.00344536,-0.00158091,-0.08588435,0.02731336,-0.05708888,-0.01026638,0.00784805,0.00142634,0.04233942,0.00774063,0.00620697,0.01751749,0.00174825,0.02022303,0.12505066,-0.00760468,0.11535075,0.01323308,0.00526951,0.01080895,-0.00110132,0.09330361,0.00343028,0.00136690,0.03921569,-2.42000000,0.03423572,0.05892709,-0.04000000,-0.09000000,-0.10000000,-0.40000000,-0.24000000,-0.05000000,3.37000000
01/01/10,0.00990099,0.00585418,0.00096072,0.00000000,0.01899022,0.02465398,0.00902599,0.01273672,0.00279070,0.12774538,-0.04927658,-0.00781485,0.00156660,0.00473237,0.00992711,0.00389625,0.00336474,0.01420455,0.00447935,0.02412641,0.08871507,-0.01193361,0.03697368,0.00653013,0.00008246,0.00484525,0.00579550,0.02152669,0.00346712,0.00103960,0.01886792,-2.92000000,0.01117801,0.03293203,0.01000000,0.28000000,0.11000000,-0.02000000,0.08000000,0.27000000,3.32000000
04/01/10,0.00980392,0.00529101,0.00330596,0.00000000,0.01941748,0.02603067,0.01343315,0.01765325,0.06586271,0.02746613,-0.02129589,-0.00488826,-0.00032203,0.00274374,-0.01923168,0.00155245,0.00279455,0.00112045,0.00364858,0.01089421,-0.02585433,-0.00910429,-0.01256186,0.01067532,0.01036514,0.00967574,0.00896764,0.05248949,0.00355712,0.02000271,0.14814815,6.24000000,0.01933460,0.02391157,0.06000000,-0.19000000,-0.22000000,-0.10000000,-0.08000000,-0.25000000,3.59000000
07/01/10,0.00000000,0.00473684,0.00627126,-0.00462250,0.01335523,0.01906199,0.02435407,0.00217297,0.02175805,0.04053023,-0.00873876,-0.00122015,0.00289922,0.00164174,0.00944127,0.00188220,0.00144911,0.00374930,0.00386613,-0.00038293,0.01601164,0.00974478,-0.02261629,0.01908263,0.00987410,0.00771121,0.00713441,0.04439647,0.00372822,0.00797698,-0.01612903,-2.11000000,0.04009212,0.04418728,0.00000000,-0.72000000,-0.48000000,-0.38000000,-0.47000000,-0.72000000,3.34000000
10/01/10,0.00242718,0.00628601,0.00316890,-0.00309598,0.00421303,0.00780514,0.03109177,0.01916006,0.04088586,0.00436179,0.00035364,0.01910591,0.00812187,0.00569113,0.06053048,0.00640955,0.00322796,0.01839773,0.00247169,0.02572101,0.06079274,-0.00710784,0.11964239,0.03945485,0.01281356,0.00525063,0.00612899,-0.00283255,0.00385794,0.00666661,-0.01639344,-4.96000000,0.00984300,0.02036966,0.00000000,0.05000000,0.25000000,0.09000000,-0.01000000,0.05000000,2.62000000
01/01/11,0.00000000,0.00572618,-0.00737075,-0.00310559,0.00537866,0.00680999,0.02674264,0.01230351,0.04582651,0.04978080,0.01084120,0.03697779,0.01065089,0.01285708,0.05739225,0.00845503,0.00432708,0.02479882,0.00762615,0.03932135,0.09336875,-0.02777092,0.10462659,0.03074041,0.01262865,-0.00237193,0.00381984,-0.01862963,0.00399068,0.02388099,0.10000000,-0.71000000,-0.00821224,-0.00113770,-0.03000000,0.60000000,0.29000000,0.19000000,0.41000000,0.63000000,2.67000000
04/01/11,0.00242131,0.00362319,0.00074255,-0.00155763,0.00395891,0.00278515,0.02868190,0.00490184,-0.04538341,-0.00537553,0.02068380,0.00799057,0.01139434,0.01390068,0.06112062,0.00979965,0.00585506,0.01992521,0.00796677,0.03424025,0.05295014,-0.01758284,0.08451153,0.03367183,0.02167820,0.00676571,0.00102895,0.04089102,0.00411613,0.00047722,-0.03030303,-1.13000000,0.02208734,0.03109094,-0.06000000,-0.23000000,-0.09000000,-0.23000000,-0.20000000,-0.17000000,3.30000000
07/01/11,0.00000000,0.00464157,-0.00190799,0.00000000,0.01108388,0.00780320,0.01377662,0.00268051,0.03032787,0.03021741,0.02723164,0.01112567,0.00650131,0.01216717,-0.00354710,0.00463662,0.00461285,0.00471377,0.00812962,0.00476498,-0.01380362,0.00746269,-0.12281906,0.07399173,0.04116954,-0.00022307,0.00304372,0.00441973,0.00423207,0.00937795,0.03125000,13.10000000,0.02157071,0.02561403,-0.02000000,-0.77000000,-0.55000000,-0.38000000,-0.36000000,-0.75000000,3.13000000
10/01/11,0.00241546,0.00410678,0.00477910,0.00000000,0.01043533,0.00551181,0.01361477,0.01142780,0.06762132,0.03546106,0.02624766,0.01034409,0.00451268,0.00692509,-0.00538004,0.00321992,0.00349841,0.00437888,0.00616005,-0.00904016,-0.02129262,0.00458554,0.05062018,0.03928554,0.01701443,0.01123049,0.00172471,0.07709892,0.00430091,0.00199149,0.00000000,-0.64000000,0.00895040,0.00472897,0.00000000,-0.41000000,-0.57000000,-0.23000000,-0.29000000,-0.41000000,2.38000000
01/01/12,0.00481928,0.00255624,0.00507346,-0.00468019,0.01001460,0.00443748,0.01675298,0.01527791,0.06557377,0.03676600,0.03619381,0.01316494,0.00563752,0.00488775,0.00797137,0.00663314,0.00631877,0.00586495,0.00740246,0.00513460,-0.00174209,-0.01046987,0.09529887,0.02478343,0.01785343,0.00838608,0.00721297,0.02215405,0.00435646,0.01856156,0.12121212,-11.74000000,0.01961158,0.03375096,0.02000000,-0.01000000,-0.02000000,-0.05000000,-0.08000000,-0.03000000,1.97000000
04/01/12,0.00000000,0.00407955,0.00504785,-0.00156740,0.00630035,0.00077963,0.01357021,-0.00417110,-0.00559441,-0.02712181,0.03195716,0.01336801,0.00210222,0.00430441,-0.02170755,0.00244447,0.00422215,-0.00412797,0.00458564,-0.00595150,-0.05693994,-0.00458065,-0.09409594,0.01993491,0.01576171,0.00446364,0.00175577,0.02244649,0.00442684,0.00715207,0.06756757,1.84000000,0.01790592,0.02260317,0.05000000,-0.22000000,-0.10000000,-0.11000000,-0.13000000,-0.27000000,1.94000000
07/01/12,-0.00239808,0.00355510,-0.00282515,-0.00156986,-0.00020528,-0.00532329,0.01709733,0.00393002,0.00492264,-0.02430054,0.03103990,0.01327687,0.00450155,0.00360021,0.00573290,0.00296862,0.00280293,0.00792746,0.00698455,-0.00364217,0.03528855,0.01335148,-0.01200557,0.04237025,0.01883793,0.00143999,0.00202781,0.00263386,0.00446455,-0.00654303,-0.11392405,-3.85000000,0.03009025,0.03400304,0.00000000,-0.18000000,-0.35000000,-0.21000000,-0.24000000,-0.18000000,1.67000000
10/01/12,0.00000000,0.00455466,-0.00367261,0.00157233,0.00492763,0.00026106,0.01105259,0.00712532,0.04408677,0.04214568,0.02503755,0.01576552,0.00665680,0.00469764,0.02460529,0.00560254,0.00451516,0.00704262,0.00256690,0.00716074,0.02464979,0.00783499,-0.04513399,0.03775671,0.02274658,0.00115629,0.00398583,-0.00849318,0.00449226,0.03403795,0.30000000,0.58000000,0.01381156,0.03127586,0.01000000,0.06000000,0.08000000,-0.31000000,-0.19000000,0.05000000,1.49000000
